,PC1,PC2,group,tissue,stage,type,sam,idxOrder
RET_12WP_emb1_rep1_9,-24.13132418,15.91081153,11,RET,11W,RGC,RET_12WP_emb1_rep1_9,229
RET_12WP_emb1_rep1_10,-2.378504248,15.95541744,3,RET,11W,Horizontal,RET_12WP_emb1_rep1_10,230
RET_12WP_emb1_rep1_11,-8.873083617999999,17.83904683,11,RET,11W,RGC,RET_12WP_emb1_rep1_11,231
RET_12WP_emb1_rep1_12,-27.56932605,17.4895362,11,RET,11W,RGC,RET_12WP_emb1_rep1_12,232
RET_12WP_emb1_rep1_13,2.0210126269999997,20.16647104,3,RET,11W,Amacrine,RET_12WP_emb1_rep1_13,233
RET_12WP_emb1_rep1_14,-25.43141904,12.29227855,11,RET,11W,RGC,RET_12WP_emb1_rep1_14,234
RET_12WP_emb1_rep1_15,-28.23082642,12.14101105,11,RET,11W,RGC,RET_12WP_emb1_rep1_15,235
RET_12WP_emb1_rep1_16,0.10139312199999999,17.03466785,3,RET,11W,Horizontal,RET_12WP_emb1_rep1_16,236
RET_12WP_emb1_rep1_17,-22.96705878,15.29168281,11,RET,11W,RGC,RET_12WP_emb1_rep1_17,237
RET_12WP_emb1_rep1_18,-23.80222333,11.0830392,1,RET,11W,RGC,RET_12WP_emb1_rep1_18,238
RET_12WP_emb1_rep1_19,-1.564337734,16.85559107,3,RET,11W,Horizontal,RET_12WP_emb1_rep1_19,239
RET_12WP_emb1_rep1_20,-22.73544276,15.08790483,11,RET,11W,RGC,RET_12WP_emb1_rep1_20,240
RET_12WP_emb1_rep1_21,-4.244866808,14.82921757,12,RET,11W,Horizontal,RET_12WP_emb1_rep1_21,241
RET_12WP_emb1_rep1_22,-24.6749609,11.10041807,1,RET,11W,RGC,RET_12WP_emb1_rep1_22,242
RET_12WP_emb1_rep1_24,-24.32458628,11.2863591,11,RET,11W,RGC,RET_12WP_emb1_rep1_24,243
RET_12WP_emb1_rep1_25,0.438840705,15.33666117,3,RET,11W,Horizontal,RET_12WP_emb1_rep1_25,244
RET_12WP_emb1_rep1_26,-29.99859608,14.63469615,11,RET,11W,RGC,RET_12WP_emb1_rep1_26,245
RET_12WP_emb1_rep1_27,1.607927249,18.73886175,3,RET,11W,Amacrine,RET_12WP_emb1_rep1_27,246
RET_12WP_emb1_rep1_28,2.147174127,19.50468748,3,RET,11W,Amacrine,RET_12WP_emb1_rep1_28,247
RET_12WP_emb1_rep1_29,1.999556927,19.35624408,3,RET,11W,Amacrine,RET_12WP_emb1_rep1_29,248
RET_12WP_emb1_rep1_30,-29.18923287,13.72100258,11,RET,11W,RGC,RET_12WP_emb1_rep1_30,249
RET_12WP_emb1_rep1_31,-28.01597965,13.04677659,11,RET,11W,RGC,RET_12WP_emb1_rep1_31,250
RET_12WP_emb1_rep1_32,-23.50470548,17.25846137,11,RET,11W,RGC,RET_12WP_emb1_rep1_32,251
RET_12WP_emb1_rep1_33,-3.012645777,0.605858351,4,RET,11W,RGC,RET_12WP_emb1_rep1_33,252
RET_12WP_emb1_rep1_35,-28.10613899,14.04674596,11,RET,11W,RGC,RET_12WP_emb1_rep1_35,253
RET_12WP_emb1_rep1_36,-22.26440627,18.73583532,7,RET,11W,RGC,RET_12WP_emb1_rep1_36,254
RET_12WP_emb1_rep1_37,-24.58806622,10.95593124,1,RET,11W,RGC,RET_12WP_emb1_rep1_37,255
RET_12WP_emb1_rep1_38,-24.30523265,16.41523624,11,RET,11W,RGC,RET_12WP_emb1_rep1_38,256
RET_12WP_emb1_rep1_39,-27.25922978,14.73307764,11,RET,11W,RGC,RET_12WP_emb1_rep1_39,257
RET_12WP_emb1_rep1_40,1.151307765,13.78157019,3,RET,11W,Horizontal,RET_12WP_emb1_rep1_40,258
RET_12WP_emb1_rep1_41,-28.66509927,15.12793679,11,RET,11W,RGC,RET_12WP_emb1_rep1_41,259
RET_12WP_emb1_rep1_42,2.163497863,19.33947824,3,RET,11W,Amacrine,RET_12WP_emb1_rep1_42,260
RET_12WP_emb1_rep1_43,1.9600869269999999,17.95926706,3,RET,11W,Amacrine,RET_12WP_emb1_rep1_43,261
RET_12WP_emb1_rep1_44,-27.75432203,18.09023907,11,RET,11W,RGC,RET_12WP_emb1_rep1_44,262
RET_12WP_emb1_rep1_45,-23.96689866,13.42687307,1,RET,11W,RGC,RET_12WP_emb1_rep1_45,263
RET_12WP_emb1_rep1_47,0.214388122,16.64728984,3,RET,11W,Horizontal,RET_12WP_emb1_rep1_47,264
RET_12WP_emb1_rep1_48,-29.53945708,14.64141611,11,RET,11W,RGC,RET_12WP_emb1_rep1_48,265
RET_12WP_emb1_rep1_49,-26.14513885,16.40610469,11,RET,11W,RGC,RET_12WP_emb1_rep1_49,266
RET_12WP_emb1_rep1_50,4.933053337,11.08087864,17,RET,11W,RPE,RET_12WP_emb1_rep1_50,267
RET_12WP_emb1_rep2_1,-24.94211904,16.4382169,11,RET,11W,RGC,RET_12WP_emb1_rep2_1,268
RET_12WP_emb1_rep2_2,-28.19832595,12.699944300000002,11,RET,11W,RGC,RET_12WP_emb1_rep2_2,269
RET_12WP_emb1_rep2_3,-24.78467721,16.27135794,11,RET,11W,RGC,RET_12WP_emb1_rep2_3,270
RET_12WP_emb1_rep2_4,-24.97130817,18.80398317,11,RET,11W,RGC,RET_12WP_emb1_rep2_4,271
RET_12WP_emb1_rep2_5,-26.46928181,10.68422062,1,RET,11W,RGC,RET_12WP_emb1_rep2_5,272
RET_12WP_emb1_rep2_6,-29.67396526,14.99549799,11,RET,11W,RGC,RET_12WP_emb1_rep2_6,273
RET_12WP_emb1_rep2_7,-22.14314802,11.359983,1,RET,11W,RGC,RET_12WP_emb1_rep2_7,274
RET_12WP_emb1_rep2_8,-25.37754644,15.48076584,11,RET,11W,RGC,RET_12WP_emb1_rep2_8,275
RET_12WP_emb1_rep2_9,3.643802351,-2.088443128,9,RET,11W,RPC,RET_12WP_emb1_rep2_9,276
RET_12WP_emb1_rep2_10,2.8229509669999997,-2.143892439,2,RET,11W,RPC,RET_12WP_emb1_rep2_10,277
RET_12WP_emb1_rep2_11,-28.04654576,12.90607698,11,RET,11W,RGC,RET_12WP_emb1_rep2_11,278
RET_12WP_emb1_rep2_12,-22.27930558,2.881974832,1,RET,11W,RGC,RET_12WP_emb1_rep2_12,279
RET_12WP_emb1_rep2_13,-23.78088094,16.56283487,11,RET,11W,RGC,RET_12WP_emb1_rep2_13,280
RET_12WP_emb1_rep2_14,-23.61226343,15.93143499,11,RET,11W,RGC,RET_12WP_emb1_rep2_14,281
RET_12WP_emb1_rep2_15,-31.32686527,7.92342247,1,RET,11W,RGC,RET_12WP_emb1_rep2_15,282
RET_12WP_emb1_rep2_16,-25.54714336,15.59002156,11,RET,11W,RGC,RET_12WP_emb1_rep2_16,283
RET_12WP_emb1_rep2_17,-24.53401878,16.044347899999998,11,RET,11W,RGC,RET_12WP_emb1_rep2_17,284
RET_12WP_emb1_rep2_18,-19.50960369,1.936280693,4,RET,11W,RGC,RET_12WP_emb1_rep2_18,285
RET_12WP_emb1_rep2_19,-22.57554541,18.95308292,7,RET,11W,RGC,RET_12WP_emb1_rep2_19,286
RET_12WP_emb1_rep2_20,-24.65154821,18.32906673,11,RET,11W,RGC,RET_12WP_emb1_rep2_20,287
RET_12WP_emb1_rep2_21,-25.40079723,17.40803671,11,RET,11W,RGC,RET_12WP_emb1_rep2_21,288
RET_12WP_emb1_rep2_22,-24.86070058,16.51974901,11,RET,11W,RGC,RET_12WP_emb1_rep2_22,289
RET_12WP_emb1_rep2_24,-4.287604086,-7.395276682,2,RET,11W,RPC,RET_12WP_emb1_rep2_24,290
RET_12WP_emb1_rep2_25,20.50044863,15.10247483,8,RET,11W,Photoreceptor,RET_12WP_emb1_rep2_25,291
RET_12WP_emb1_rep2_26,-3.1375306060000003,-7.425417842000001,2,RET,11W,RPC,RET_12WP_emb1_rep2_26,292
RET_12WP_emb1_rep2_27,-1.602346916,15.86036988,3,RET,11W,Horizontal,RET_12WP_emb1_rep2_27,293
RET_12WP_emb1_rep2_28,2.298611778,-1.4939780440000001,2,RET,11W,RPC,RET_12WP_emb1_rep2_28,294
RET_12WP_emb1_rep2_29,-0.386385191,15.83328521,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_29,295
RET_12WP_emb1_rep2_30,-27.66434247,-10.96193806,18,RET,11W,Microglia,RET_12WP_emb1_rep2_30,296
RET_12WP_emb1_rep2_31,0.53453108,16.52512981,3,RET,11W,Horizontal,RET_12WP_emb1_rep2_31,297
RET_12WP_emb1_rep2_32,-26.68020517,12.19920209,11,RET,11W,RGC,RET_12WP_emb1_rep2_32,298
RET_12WP_emb1_rep2_33,-26.97389956,-10.92266889,18,RET,11W,Microglia,RET_12WP_emb1_rep2_33,299
RET_12WP_emb1_rep2_35,6.405034848,3.817151796,9,RET,11W,RPC,RET_12WP_emb1_rep2_35,300
RET_12WP_emb1_rep2_36,2.013506826,19.0907217,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_36,301
RET_12WP_emb1_rep2_37,-23.50817683,10.86126474,1,RET,11W,RGC,RET_12WP_emb1_rep2_37,302
RET_12WP_emb1_rep2_38,3.1686122219999997,19.50829676,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_38,303
RET_12WP_emb1_rep2_39,2.405654605,-0.59545686,9,RET,11W,RPC,RET_12WP_emb1_rep2_39,304
RET_12WP_emb1_rep2_40,-0.36619509,17.75184241,3,RET,11W,Horizontal,RET_12WP_emb1_rep2_40,305
RET_12WP_emb1_rep2_41,2.272873508,19.74120065,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_41,306
RET_12WP_emb1_rep2_42,0.126291214,17.41517257,3,RET,11W,Horizontal,RET_12WP_emb1_rep2_42,307
RET_12WP_emb1_rep2_43,1.9153545859999999,15.820654199999998,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_43,308
RET_12WP_emb1_rep2_44,-3.277780182,29.87209131,5,RET,11W,Amacrine,RET_12WP_emb1_rep2_44,309
RET_12WP_emb1_rep2_45,2.0616449080000003,20.12866695,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_45,310
RET_12WP_emb1_rep2_46,1.425275286,18.87035212,3,RET,11W,Amacrine,RET_12WP_emb1_rep2_46,311
RET_12WP_emb1_rep2_47,-3.2726566960000003,-7.416249571,2,RET,11W,RPC,RET_12WP_emb1_rep2_47,312
RET_12WP_emb1_rep2_48,-31.24927063,15.71504225,11,RET,11W,RGC,RET_12WP_emb1_rep2_48,313
RET_12WP_emb1_rep2_49,0.118584914,17.51720281,3,RET,11W,Horizontal,RET_12WP_emb1_rep2_49,314
RET_12WP_emb1_rep2_50,-24.09219005,18.92692624,11,RET,11W,RGC,RET_12WP_emb1_rep2_50,315
RPE_12WP_emb1_rep1_1,14.44609229,-14.19453369,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_1,316
RPE_12WP_emb1_rep1_2,10.75917747,-24.17927236,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_2,317
RPE_12WP_emb1_rep1_3,14.20594782,-15.03367625,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_3,318
RPE_12WP_emb1_rep1_4,25.98758728,-19.87235822,16,RPE,11W,RPE,RPE_12WP_emb1_rep1_4,319
RPE_12WP_emb1_rep1_5,4.194005591,-33.23496592,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_5,320
RPE_12WP_emb1_rep1_6,14.40792915,-13.24682299,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_6,321
RPE_12WP_emb1_rep1_7,-21.617792899999998,-25.88561438,10,RPE,11W,Fibroblast,RPE_12WP_emb1_rep1_7,322
RPE_12WP_emb1_rep1_8,14.55066252,-14.131884,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_8,323
RPE_12WP_emb1_rep1_9,4.109826034,-32.24616643,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_9,324
RPE_12WP_emb1_rep1_10,12.8830219,-15.55492108,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_10,325
RPE_12WP_emb1_rep1_11,22.98910804,-16.80515838,16,RPE,11W,RPE,RPE_12WP_emb1_rep1_11,326
RPE_12WP_emb1_rep1_12,4.230800596,-32.21440111,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_12,327
RPE_12WP_emb1_rep1_13,10.58959508,-29.1776408,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_13,328
RPE_12WP_emb1_rep1_14,25.00091704,-20.02982712,16,RPE,11W,RPE,RPE_12WP_emb1_rep1_14,329
RPE_12WP_emb1_rep1_15,4.236747855,-26.08685611,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_15,330
RPE_12WP_emb1_rep1_16,12.07851629,-31.91665516,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_16,331
RPE_12WP_emb1_rep1_17,14.85474961,-14.27006875,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_17,332
RPE_12WP_emb1_rep1_18,14.13538336,-15.02780691,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_18,333
RPE_12WP_emb1_rep1_19,12.83383887,-28.68793277,16,RPE,11W,RPE,RPE_12WP_emb1_rep1_19,334
RPE_12WP_emb1_rep1_20,12.06431631,-28.28395143,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_20,335
RPE_12WP_emb1_rep1_21,10.99738063,-29.39193863,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_21,336
RPE_12WP_emb1_rep1_22,3.9232185669999997,-33.33202063,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_22,337
RPE_12WP_emb1_rep1_24,3.47371407,-33.43153708,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_24,338
RPE_12WP_emb1_rep1_25,4.167950686,-33.22155281,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_25,339
RPE_12WP_emb1_rep1_26,24.86294279,-20.44775953,16,RPE,11W,RPE,RPE_12WP_emb1_rep1_26,340
RPE_12WP_emb1_rep1_28,9.537570751,-27.30615346,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_28,341
RPE_12WP_emb1_rep1_29,14.58004662,-12.87677294,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_29,342
RPE_12WP_emb1_rep1_30,15.26753879,-14.55497046,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_30,343
RPE_12WP_emb1_rep1_31,10.78599295,-24.29756462,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_31,344
RPE_12WP_emb1_rep1_32,17.69987089,-14.98505365,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_32,345
RPE_12WP_emb1_rep1_33,14.03321369,-10.33324449,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_33,346
RPE_12WP_emb1_rep1_35,12.32606763,-28.85287135,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_35,347
RPE_12WP_emb1_rep1_36,-16.28483374,-28.68790744,10,RPE,11W,Fibroblast,RPE_12WP_emb1_rep1_36,348
RPE_12WP_emb1_rep1_37,12.94598033,-16.20767827,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_37,349
RPE_12WP_emb1_rep1_38,12.0387459,-32.13678354,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_38,350
RPE_12WP_emb1_rep1_39,14.07459692,-12.84258039,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_39,351
RPE_12WP_emb1_rep1_40,14.56465887,-14.9119716,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_40,352
RPE_12WP_emb1_rep1_41,12.04452069,-29.21635523,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_41,353
RPE_12WP_emb1_rep1_42,25.10460215,-19.99700942,16,RPE,11W,RPE,RPE_12WP_emb1_rep1_42,354
RPE_12WP_emb1_rep1_43,-21.49352163,-25.72300216,10,RPE,11W,Fibroblast,RPE_12WP_emb1_rep1_43,355
RPE_12WP_emb1_rep1_44,12.475470699999999,-17.59519632,19,RPE,11W,RPE,RPE_12WP_emb1_rep1_44,356
RPE_12WP_emb1_rep1_45,-21.43047417,-25.86876968,10,RPE,11W,Fibroblast,RPE_12WP_emb1_rep1_45,357
RPE_12WP_emb1_rep1_46,8.99952742,-23.57040753,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_46,358
RPE_12WP_emb1_rep1_47,11.80059713,-29.1725957,0,RPE,11W,RPE,RPE_12WP_emb1_rep1_47,359
RPE_12WP_emb1_rep1_48,12.57836652,-17.36329616,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_48,360
RPE_12WP_emb1_rep1_49,12.55813668,-17.42196737,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_49,361
RPE_12WP_emb1_rep1_50,12.57119862,-17.30332303,17,RPE,11W,RPE,RPE_12WP_emb1_rep1_50,362
RET_15W_emb1_rep1_1,2.399954621,32.83117395,5,RET,13W,Amacrine,RET_15W_emb1_rep1_1,363
RET_15W_emb1_rep1_2,4.626354257,7.1572143960000005,9,RET,13W,RPC,RET_15W_emb1_rep1_2,364
RET_15W_emb1_rep1_3,-17.96145721,19.15844024,7,RET,13W,RGC,RET_15W_emb1_rep1_3,365
RET_15W_emb1_rep1_4,-28.84116622,-12.34230688,18,RET,13W,Microglia,RET_15W_emb1_rep1_4,366
RET_15W_emb1_rep1_5,7.315641785,5.973650273,9,RET,13W,Muller,RET_15W_emb1_rep1_5,367
RET_15W_emb1_rep1_6,-1.4800557719999998,27.68028182,5,RET,13W,Amacrine,RET_15W_emb1_rep1_6,368
RET_15W_emb1_rep1_7,4.764925025,7.370367097000001,2,RET,13W,RPC,RET_15W_emb1_rep1_7,369
RET_15W_emb1_rep1_8,5.420756092,23.18159185,3,RET,13W,Amacrine,RET_15W_emb1_rep1_8,370
RET_15W_emb1_rep1_9,-21.01364328,20.18797117,7,RET,13W,RGC,RET_15W_emb1_rep1_9,371
RET_15W_emb1_rep1_10,-21.25865937,20.14950746,1,RET,13W,RGC,RET_15W_emb1_rep1_10,372
RET_15W_emb1_rep1_11,-21.05869735,19.60811443,7,RET,13W,RGC,RET_15W_emb1_rep1_11,373
RET_15W_emb1_rep1_12,-0.535948608,28.8570648,5,RET,13W,Amacrine,RET_15W_emb1_rep1_12,374
RET_15W_emb1_rep1_13,10.19598092,8.837650484,9,RET,13W,Muller,RET_15W_emb1_rep1_13,375
RET_15W_emb1_rep1_14,-17.66781613,19.1286919,7,RET,13W,RGC,RET_15W_emb1_rep1_14,376
RET_15W_emb1_rep1_15,-1.427948208,28.32789819,5,RET,13W,Amacrine,RET_15W_emb1_rep1_15,377
RET_15W_emb1_rep1_16,14.56776909,18.10289567,13,RET,13W,Bipolar,RET_15W_emb1_rep1_16,378
RET_15W_emb1_rep1_17,-0.355270651,22.59247342,3,RET,13W,Amacrine,RET_15W_emb1_rep1_17,379
RET_15W_emb1_rep1_18,-27.08110962,-11.3072067,18,RET,13W,Microglia,RET_15W_emb1_rep1_18,380
RET_15W_emb1_rep1_19,-18.2247563,13.54952993,7,RET,13W,RGC,RET_15W_emb1_rep1_19,381
RET_15W_emb1_rep1_20,-20.53780929,19.66498233,7,RET,13W,RGC,RET_15W_emb1_rep1_20,382
RET_15W_emb1_rep1_21,-17.97670415,19.13741615,7,RET,13W,RGC,RET_15W_emb1_rep1_21,383
RET_15W_emb1_rep1_22,-20.42431434,19.82092952,7,RET,13W,RGC,RET_15W_emb1_rep1_22,384
RET_15W_emb1_rep1_24,-5.120903244,24.86212157,5,RET,13W,Amacrine,RET_15W_emb1_rep1_24,385
RET_15W_emb1_rep1_25,-18.19726504,19.67526994,7,RET,13W,RGC,RET_15W_emb1_rep1_25,386
RET_15W_emb1_rep1_26,0.386226723,22.64657733,3,RET,13W,Horizontal,RET_15W_emb1_rep1_26,387
RET_15W_emb1_rep1_27,-0.546337909,29.07458483,5,RET,13W,Amacrine,RET_15W_emb1_rep1_27,388
RET_15W_emb1_rep1_28,0.51767463,24.20114421,3,RET,13W,Amacrine,RET_15W_emb1_rep1_28,389
RET_15W_emb1_rep1_29,-21.01736855,20.14617288,7,RET,13W,RGC,RET_15W_emb1_rep1_29,390
RET_15W_emb1_rep1_30,-19.92889867,21.00149571,7,RET,13W,RGC,RET_15W_emb1_rep1_30,391
RET_15W_emb1_rep1_31,5.649944972999999,5.666049062999999,9,RET,13W,Muller,RET_15W_emb1_rep1_31,392
RET_15W_emb1_rep1_32,20.44259033,15.14565718,8,RET,13W,Photoreceptor,RET_15W_emb1_rep1_32,393
RET_15W_emb1_rep1_33,1.6308592659999999,22.80413315,3,RET,13W,Amacrine,RET_15W_emb1_rep1_33,394
RET_15W_emb1_rep1_35,0.9630677990000001,23.64280502,3,RET,13W,Amacrine,RET_15W_emb1_rep1_35,395
RET_15W_emb1_rep1_36,5.632704597999999,5.76920524,9,RET,13W,RPC,RET_15W_emb1_rep1_36,396
RET_15W_emb1_rep1_37,2.237286144,23.94183412,3,RET,13W,Amacrine,RET_15W_emb1_rep1_37,397
RET_15W_emb1_rep1_38,1.7113506669999998,23.51731432,3,RET,13W,Amacrine,RET_15W_emb1_rep1_38,398
RET_15W_emb1_rep1_39,2.674930734,17.66600179,3,RET,13W,Horizontal,RET_15W_emb1_rep1_39,399
RET_15W_emb1_rep1_40,-5.4764985710000005,24.09004765,12,RET,13W,Horizontal,RET_15W_emb1_rep1_40,400
RET_15W_emb1_rep1_41,4.315609208,9.528502797,9,RET,13W,Muller,RET_15W_emb1_rep1_41,401
RET_15W_emb1_rep1_42,23.01668235,15.49620192,8,RET,13W,Photoreceptor,RET_15W_emb1_rep1_42,402
RET_15W_emb1_rep1_43,-22.56762807,18.84518486,7,RET,13W,RGC,RET_15W_emb1_rep1_43,403
RET_15W_emb1_rep1_44,4.280071513999999,15.94891869,3,RET,13W,Amacrine,RET_15W_emb1_rep1_44,404
RET_15W_emb1_rep1_45,1.146117795,24.22908169,3,RET,13W,Amacrine,RET_15W_emb1_rep1_45,405
RET_15W_emb1_rep1_46,21.73654772,15.34546312,8,RET,13W,Photoreceptor,RET_15W_emb1_rep1_46,406
RET_15W_emb1_rep1_47,2.739851345,23.50264077,3,RET,13W,Amacrine,RET_15W_emb1_rep1_47,407
RET_15W_emb1_rep1_48,4.327584812,9.609226754,3,RET,13W,Amacrine,RET_15W_emb1_rep1_48,408
RET_15W_emb1_rep1_49,3.4682752480000003,12.555815199999998,3,RET,13W,Amacrine,RET_15W_emb1_rep1_49,409
RET_15W_emb1_rep1_50,-24.98059782,15.08190748,11,RET,13W,RGC,RET_15W_emb1_rep1_50,410
RPE_15W_emb1_rep1_1,25.59145328,-18.42859911,16,RPE,13W,RPE,RPE_15W_emb1_rep1_1,411
RPE_15W_emb1_rep1_2,6.478587481,-28.02805932,0,RPE,13W,RPE,RPE_15W_emb1_rep1_2,412
RPE_15W_emb1_rep1_4,13.65810461,-11.85202326,17,RPE,13W,RPE,RPE_15W_emb1_rep1_4,413
RPE_15W_emb1_rep1_5,25.34567818,-18.75684387,16,RPE,13W,RPE,RPE_15W_emb1_rep1_5,414
RPE_15W_emb1_rep1_6,11.428396099999999,-14.160620600000001,17,RPE,13W,RPE,RPE_15W_emb1_rep1_6,415
RPE_15W_emb1_rep1_7,11.49242173,-13.9726367,17,RPE,13W,RPE,RPE_15W_emb1_rep1_7,416
RPE_15W_emb1_rep1_10,13.96847481,-11.07204039,17,RPE,13W,RPE,RPE_15W_emb1_rep1_10,417
RPE_15W_emb1_rep1_12,13.89829288,-11.58464856,17,RPE,13W,RPE,RPE_15W_emb1_rep1_12,418
RPE_15W_emb1_rep1_14,-17.19871795,-25.31437412,10,RPE,13W,Fibroblast,RPE_15W_emb1_rep1_14,419
RPE_15W_emb1_rep1_15,24.72596437,-18.61495307,16,RPE,13W,RPE,RPE_15W_emb1_rep1_15,420
RPE_15W_emb1_rep1_16,13.3714598,-12.57469332,17,RPE,13W,RPE,RPE_15W_emb1_rep1_16,421
RPE_15W_emb1_rep1_17,12.53456855,-13.65833944,17,RPE,13W,RPE,RPE_15W_emb1_rep1_17,422
RPE_15W_emb1_rep1_18,11.96948279,-13.60316448,17,RPE,13W,RPE,RPE_15W_emb1_rep1_18,423
RPE_15W_emb1_rep1_19,23.29584686,-16.06669501,16,RPE,13W,RPE,RPE_15W_emb1_rep1_19,424
RPE_15W_emb1_rep1_22,10.8994542,-14.83010761,17,RPE,13W,RPE,RPE_15W_emb1_rep1_22,425
RPE_15W_emb1_rep1_24,13.02469962,-13.01072654,17,RPE,13W,RPE,RPE_15W_emb1_rep1_24,426
RPE_15W_emb1_rep1_25,12.74791469,-12.67496798,17,RPE,13W,RPE,RPE_15W_emb1_rep1_25,427
RPE_15W_emb1_rep1_26,12.71071344,-13.35059374,17,RPE,13W,RPE,RPE_15W_emb1_rep1_26,428
RPE_15W_emb1_rep1_27,12.84827011,-13.15047298,17,RPE,13W,RPE,RPE_15W_emb1_rep1_27,429
RPE_15W_emb1_rep1_29,13.95320172,-10.93706605,17,RPE,13W,RPE,RPE_15W_emb1_rep1_29,430
RPE_15W_emb1_rep1_32,13.899752800000002,-11.16322788,17,RPE,13W,RPE,RPE_15W_emb1_rep1_32,431
RPE_15W_emb1_rep1_35,-16.82466197,-25.12451339,10,RPE,13W,Fibroblast,RPE_15W_emb1_rep1_35,432
RPE_15W_emb1_rep1_38,13.28791251,-13.09899835,17,RPE,13W,RPE,RPE_15W_emb1_rep1_38,433
RPE_15W_emb1_rep1_40,11.56462203,-14.170720600000001,17,RPE,13W,RPE,RPE_15W_emb1_rep1_40,434
RPE_15W_emb1_rep1_42,13.82077968,-11.080459699999999,17,RPE,13W,RPE,RPE_15W_emb1_rep1_42,435
RPE_15W_emb1_rep1_43,-6.672204448,-18.88968636,17,RPE,13W,Blood,RPE_15W_emb1_rep1_43,436
RPE_15W_emb1_rep1_45,-19.98561884,-26.01360362,10,RPE,13W,Fibroblast,RPE_15W_emb1_rep1_45,437
RPE_15W_emb1_rep1_46,-21.22434268,-26.09111581,10,RPE,13W,Fibroblast,RPE_15W_emb1_rep1_46,438
RPE_15W_emb1_rep1_47,-6.866302248999999,-18.95389208,17,RPE,13W,Blood,RPE_15W_emb1_rep1_47,439
RPE_15W_emb1_rep1_48,-21.12631452,-25.85249356,10,RPE,13W,Fibroblast,RPE_15W_emb1_rep1_48,440
RPE_15W_emb1_rep1_49,-21.24314582,-25.97586098,10,RPE,13W,Fibroblast,RPE_15W_emb1_rep1_49,441
RPE_15W_emb1_rep1_50,12.62029296,-15.59839911,17,RPE,13W,RPE,RPE_15W_emb1_rep1_50,442
RET_15W_emb1_rep2_1,-5.5220547710000005,23.93077482,12,RET,13W,Horizontal,RET_15W_emb1_rep2_1,443
RET_15W_emb1_rep2_2,-8.006138879,-19.26313112,20,RET,13W,Blood,RET_15W_emb1_rep2_2,444
RET_15W_emb1_rep2_3,-4.820051761,25.3144992,5,RET,13W,Amacrine,RET_15W_emb1_rep2_3,445
RET_15W_emb1_rep2_4,-3.76282408,24.48298796,5,RET,13W,Amacrine,RET_15W_emb1_rep2_4,446
RET_15W_emb1_rep2_5,-29.7031729,-13.11578766,18,RET,13W,Microglia,RET_15W_emb1_rep2_5,447
RET_15W_emb1_rep2_6,-29.90489393,-13.19817286,18,RET,13W,Microglia,RET_15W_emb1_rep2_6,448
RET_15W_emb1_rep2_7,-19.34053389,19.57599872,7,RET,13W,RGC,RET_15W_emb1_rep2_7,449
RET_15W_emb1_rep2_8,-3.499917532,25.30045769,5,RET,13W,Amacrine,RET_15W_emb1_rep2_8,450
RET_15W_emb1_rep2_9,6.895578056000001,6.01964122,9,RET,13W,Muller,RET_15W_emb1_rep2_9,451
RET_15W_emb1_rep2_10,-18.77284183,20.14720369,7,RET,13W,RGC,RET_15W_emb1_rep2_10,452
